COUNTRY_REGION,Total_Cases,Total_Deaths,Population_2020,Area_km2,Cases_per_Million,Deaths_per_Million,CFR_%,Cases_per_km2,Deaths_per_km2,Population_Density_Calc
Viet Nam,1397.0,35.0,96648685,331212,14.454412907945928,0.36213632911818716,2.505368647100931,0.004217842348707173,0.000105672499788655,291.80308986389383
Yemen,2083.0,606.0,32284046,527968,64.52103308240858,18.77088144404205,29.092654824771962,0.003945314867567731,0.0011477968361718893,61.1477324383296
France,2376852.0,57911.0,64480053,551695,36861.81833628455,898.1227109103028,2.4364579704584046,4.308271780603413,0.10496923118752209,116.87626859043493
Marshall Islands,4.0,0.0,43413,181,92.1382995876811,0.0,0.0,0.022099447513812154,0.0,239.85082872928177
Nicaragua,5887.0,162.0,6755895,130373,871.3871367154167,23.97905828909419,2.7518260574146423,0.04515505511110429,0.0012425885727873102,51.81974028364769
Poland,1135676.0,22864.0,38428366,312679,29553.065045752923,594.9771582793815,2.013250257996119,3.632082743004807,0.07312291519417678,122.90037386584964
Slovenia,96314.0,1459.0,2117641,20273,45481.74123942632,688.9741934539423,1.5148368876798803,4.750850885414097,0.07196764169091896,104.45622256202832
"Virgin Islands, U.S.",1807.0,23.0,100442,347,17990.482069253896,228.9878735986938,1.2728278915329274,5.207492795389049,0.06628242074927954,289.45821325648416
Western Sahara,766.0,1.0,556048,266000,1377.5789140505856,1.7984058930164302,0.13054830287206268,0.0028796992481203007,3.7593984962406014e-06,2.090406015037594
Zambia,18274.0,367.0,18927715,752612,965.462550550872,19.389556531255884,2.008317828608953,0.024280771499790063,0.00048763506295408524,25.14936647302993
